"","name", "dam", "sire", "sex", "year"
"1736","Aragorn's Hott Stuff CD AX NAJ NJP","Aragorn's Dust in the Wind","Pecan Valley Blue Shamoo"," Female", 1994 
"1737","Aragorn's Joliet Jake Blues","Sisterwood Aragorn Starlet","Aragorn's Lord Alden"," Male", 1997 
"1738","Aragorn's Kentucky Dulcimer","Aragorn's Black Magic Lynx AM CDX","Aragorn Appraxin Blue Merlyn ROMb"," Female", 1987 
"1739","Aragorn's Lady Katrina","Aragorn Appraxin Silver Fox","Aragorn's Original Recipe AM CD ROMs"," Female", 1987 
"1740","Aragorn's Lord Alden","Aragorn's Corazon","Aragorn's Silver Wizard AM CD"," Male", 1990 
"1741","Aragorn's Lucy In The Sky","Aragorn's Dust in the Wind","Pecan Valley Blue Shamoo"," Female", 1994 
"1742","Aragorn's Maggie Mae","Aragorn's Enchanted Crystal","Aragorn Gwindor Of Dreahook AM CD"," Female", 1992 
"1743","Aragorn's Magical Magoochy","Aragorn's Black Magic Lynx AM CDX","Aragorn Appraxin Blue Merlyn ROMb"," Male", 1987 
"1744","Aragorn's Mango Chutney","Aragorn's Oklahoma Blue Elf AM CD ROMs","Aragorn's Original Recipe AM CD ROMs"," Female", 1985 
"1745","Aragorn's Max A Million","Aragorn's Enchanted Crystal","Aragorn Gwindor Of Dreahook AM CD"," Male", 1992 
"1746","Aragorn's Meadowlark Of Barr","Aragorn Merry Monroe Of Barr","Aragorn's Sarum Blue Bishop AM CD ROMb"," Female", 1985 
"1747","Aragorn's Midnight Hour","Reb Hills Barr Wind O Willow","Aragorn Appraxin Blue Merlyn ROMb"," Female", 1990 
"1748","Aragorn's Moose","Aragorn's Western Investment","Aragorn's Silver Wizard AM CD"," Female", 1990 
"1749","Aragorn's Myladys Perche' No","Foxfyre Aragorn Brandywine","Aragorn's Original Recipe AM CD ROMs"," Male", 1984 
"1750","Aragorn's Mystery Of Cadfael PT","Twinroc After Midnight","Aragorn's Elwood Blues"," Male", 2007 
"1751","Aragorn's Mystical Morning","Aragorn's Dust in the Wind","Aragorn's Silver Wizard AM CD"," Female", 1996 
"1752","Aragorn's No Tail To Tell","Aragorn's Triumphant Return","Aragorn Appraxin Blue Merlyn ROMb"," Female", 1988 
"1753","Aragorn's Noteworthy Aria","Aragorn's Dust in the Wind","Pecan Valley Blue Shamoo"," Female", 1994 
"1754","Aragorn's Noteworthy Drummer","Aragorn's Western Investment","Aragorn's Silver Wizard AM CD"," Male", 1990 
"1755","Aragorn's Noteworthy Sonata","Aragorn's Silver Sequel","Aragorn's Lord Alden"," Female", 2000 
"1756","Aragorn's Oklahoma Blue Elf AM CD ROMs","Aragorn's Swansea Galadriel AM CDX ROMb","Glenjoy's Ddraig Glas CD"," Female", 1977 
"1757","Aragorn's Original Recipe AM CD ROMs","Aragorn's Swansea Galadriel AM CDX ROMb","Aragorn's Sarum Blue Bishop AM CD ROMb"," Male", 1983 
"1758","Aragorn's Out of the Blue AM CD","Aragorn's Oklahoma Blue Elf AM CD ROMs","Sandon Little Big Man Aragorn AM CD ROMb"," Female", 1979 
"1759","Aragorn's Patch Of Blue","Aragorn's Dust in the Wind","Pecan Valley Blue Shamoo"," Male", 1994 
"1760","Aragorn's Princess Missy","Aragorn Amanda","Aragorn Appraxin Blue Merlyn ROMb"," Female", 1991 
"1761","Aragorn's Razzle Dazzle Of Legacy","Legacy's Some Bunny Special","Aragorn's Elwood Blues"," Female", 2004 
"1762","Aragorn's Razzmatazz","Aragorn Arwen Evenstar","Aragorn's Sarum Blue Bishop AM CD ROMb"," Male", 1983 
"1763","Aragorn's Rebbeca Of Barr","Aragorn's Oklahoma Blue Elf AM CD ROMs","Aragorn Lord of the Rings AM UD"," Female", 1982 
"1764","Aragorn's Sarah Vaughan","Arylan Special Envoy to Aragorn","Heart Of Gold Power Play ROMg"," Female", 2013 
"1765","Aragorn's Sarum Blue Bishop AM CD ROMb","Aragorn's Oklahoma Blue Elf AM CD ROMs","Sandon Little Big Man Aragorn AM CD ROMb"," Male", 1981 
"1766","Aragorn's Sheza-Luv CD","Aragorns Triumph Of Foxfyre","Aragorn Appraxin Blue Merlyn ROMb"," Female", 1986 
"1767","Aragorn's Silver Edition","Aragorn's Dust in the Wind","Aragorn's Silver Wizard AM CD"," Male", 1996 
"1768","Aragorn's Silver Elf","Sisterwood Aragorn Starlet","Aragorn's Lord Alden"," Female", 1997 
"1769","Aragorn's Silver Ghost","Aragorn Appraxin Silver Fox","Aragorn's Sarum Blue Bishop AM CD ROMb"," Male", 1983 
"1770","Aragorn's Silver Screen","Aragorn Merry Monroe Of Barr","Aragorn's Sarum Blue Bishop AM CD ROMb"," Male", 1985 
"1771","Aragorn's Silver Sequel","Aragorn's Dust in the Wind","Aragorn's Silver Wizard AM CD"," Female", 1996 
"1772","Aragorn's Silver Sorceress","Aragorns Triumph Of Foxfyre","Aragorn Appraxin Blue Merlyn ROMb"," Female", 1986 
"1773","Aragorn's Silver Spirit","Aragorn's Oklahoma Blue Elf AM CD ROMs","Aragorn's Original Recipe AM CD ROMs"," Male", 1985 
"1774","Aragorn's Silver Streak","Aragorn's Out of the Blue AM CD","Foxfire Black Domino"," Female", 1980 
